BatterId,AttackAngle mean,AttackAngle std,BatSpeed mean,ConnectionMean mean,ConnectionMean std,PlanarEfficiency mean,PlanarEfficiency std,RotationalAcceleration mean
002a3a2c,8.232307734246742,7.265432001441332,31.354873062499998,72.71337548773995,3.380099648094169,0.802534,0.05291029730528202,192.12313468749997
02923b59,5.829120244441296,6.174803460871924,30.133883919397018,85.74320196273328,8.190388607677509,0.5917479718217554,0.08108519868493635,58.98098203604206
0325748c,8.399532061443173,9.132797221650064,31.630133233663344,76.5542052931915,6.106688642749574,0.706606957425744,0.08777566699809526,138.92294822178226
0fa51742,9.592016722227529,6.123782053704137,31.143447498811813,97.05245151657225,5.201291797213072,0.6560881434435091,0.06464118023392802,148.34092445193323
121483c1,3.9933410639299187,10.227837532909946,30.94048110055864,85.96354658392444,6.597971355975413,0.79297756424581,0.06817237292013427,151.87057364245803
14c00e3d,13.668985754153674,7.070848997200616,32.10859802272727,87.5579449774402,5.799575160029191,0.661241363636364,0.09630771701348244,89.96333412500002
14cb62e4,11.460853537049104,7.621993479707268,29.073891293103454,95.86424209477438,13.18594790960125,0.5681143189655173,0.14256964787838583,117.87886081896553
1a22f94b,9.263686320259927,6.45325278372047,33.5081781997755,78.84502628642764,4.521548702323861,0.712768492704826,0.07030572783856888,184.83499085858574
1ba2cfea,12.435248079695766,8.107181800814317,32.07335564171977,93.91237052674526,8.479537920069168,0.508629323248407,0.052789028044118336,118.23019013535026
203ed108,7.105502905555893,6.899672875419984,33.40715108090614,78.28337133104249,4.32948114218771,0.8104464142394817,0.062965347115638,125.48043013592238
207a28ae,12.307752275347504,6.395156330721413,32.200666329710145,80.32463501355616,4.532008912489334,0.6951521195652176,0.0861650247235143,87.64805386594206
27b2080c,3.401059216275785,5.415066910424942,26.16620192689656,94.16789625409233,6.268917062621161,0.6044613365517241,0.09595142334797643,93.22105956413782
2e612ce7,10.827759979632043,5.820980338467057,28.82130991295369,79.4270411565537,5.199116458565964,0.6666630914724113,0.07017901028547387,88.17584467896134
2ee2be7b,11.106104291498548,8.628083718919068,29.22122787826087,83.96045034629151,5.7139323008889,0.7960797739130437,0.09642620030938859,126.55247049565219
2efd2002,14.71780575773081,7.590362747687835,26.508143800516482,89.59551224389624,5.7178419390611195,0.8198783176242737,0.044535428851687285,144.44403715171072
3072b17f,12.592459997312995,6.541299575316401,28.040316004040406,89.73987901143589,7.372531103883876,0.7164863767676771,0.07896251502172781,94.09839648484848
36174b73,10.940306304899055,6.358460895615671,31.80314324295774,80.73535278590616,4.36223636473192,0.8691123063380282,0.04427153168264824,146.1325890669013
361abed2,11.037471404615465,5.942446822180087,28.62774015953951,84.95220194483936,7.609676038974278,0.6648558437499997,0.0926006199649949,95.55415532236846
367fb7f9,14.925858536395342,5.738153371533037,31.732833919639337,87.85236387575453,7.713569858126135,0.7190517530380252,0.0738263395646211,144.4509849133675
38598587,11.815703947729233,11.534152374240254,27.439035417465767,105.1372902903563,9.225316322629816,0.6497359729452055,0.09888118883742049,129.35959609109588
388099e7,6.792662058515379,7.821348643332391,34.188660013343856,85.50784968730056,5.161201328741229,0.6593902770800633,0.08366609722384705,210.71335071193096
38c57f93,9.449474207319128,7.1274226938623295,29.561542687499998,102.16110179283197,5.898119514629673,0.6719153124999999,0.12472802545844498,96.4754464375
39be4d99,3.889680013060574,7.594195648438072,31.137640461538464,75.08217798373738,5.45800308826592,0.8207620615384615,0.07041293174682942,175.99855029230773
3e8f091e,17.51482946022741,5.827237383278932,30.046622717868345,94.64335733440889,7.4677439732781306,0.6489519467084642,0.06977761802200035,155.4064397210031
3f2b0e89,15.253691346829156,6.564116403625135,31.994175139971155,65.30904086262332,5.335617281896585,0.8639447272727278,0.057729055799302466,240.7641446998558
3faadb04,12.82390447772591,6.27833985181518,32.67087003902441,88.23296364457241,5.244139973657398,0.6730387024390243,0.08033504913585986,152.7026239560976
3ff92393,10.390466241355437,5.585006020692475,32.22237914205609,74.63344432149871,4.258372795297163,0.7779649710280371,0.05917210284143504,191.2309317682245
4565069c,12.007181736252013,6.720572813275212,30.89440692530487,94.06468038887172,7.091160336291788,0.658513493902439,0.10777475648486046,115.58302373170744
49d72b6c,12.326763908912568,3.9209986445572476,31.939440375510188,101.78293983322014,5.639163431307116,0.577577424489796,0.08727349851608507,59.92158526530614
4b362a93,10.3316004265899,6.219963911276964,31.782800722222216,86.35240542404912,5.999247564843548,0.6250439861111111,0.06429154943122317,134.90381718055554
4f87a971,14.68916924151181,5.597948304268208,32.47857991368284,87.8427645695484,6.018469715609682,0.6134865780051143,0.10056384864717327,69.55824579028125
5070f997,8.026967504536909,6.325905216139434,35.36466345238097,85.10330013488438,3.99337049375211,0.6902700238095241,0.0737069433857932,152.49780615476192
50b5389a,10.149269502537445,5.474401528081919,27.30626481355932,95.09376738438141,4.742905211905289,0.7625506949152542,0.04494760918203751,183.4545455932203
55d8573f,11.106759099027897,7.821296899863082,31.444358107235193,82.68942920308757,6.556403434496912,0.6881555917312661,0.08433086603646511,203.0900977202845
5646fb0c,14.015314119602008,5.985353977790331,30.770666477326966,88.58531149057372,8.794706575781714,0.6271291241050122,0.1160409844365091,119.00692138424822
60756145,13.35166722246907,8.74617490495911,30.56483106303236,83.71974759454271,8.16250439846966,0.8442736439522998,0.05824855223788721,101.06483733901196
62763968,13.681388912386494,10.074190562179611,33.29808673483009,92.08831065931116,8.08958500103096,0.7298571923543682,0.0963995668473769,214.88227098482955
6559a1e7,3.5894580412798103,5.823430775382166,32.00147818123393,83.88191094874665,5.390828669711833,0.8106859010282774,0.04605321202013114,96.87277015809772
6665538d,14.441911762959323,5.792808632806385,28.834099173257993,91.29961156972527,6.204902855883015,0.644114358757062,0.06603223338260732,132.80380518267418
